name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost,listed_in_type,rating_category
Restaurant_727,Yes,No,4.4,217,Hebbal,Delivery,"Brownie, Ice Cream, Pastry, Cake",Desserts,400.0,Delivery,High
Restaurant_728,No,No,4.0,336,Jayanagar,Bakery,"Pav Bhaji, Vada Pav, Bhel, Pani Puri",Street Food,250.0,Dine-out,High
Restaurant_729,No,No,4.0,116,Electronic City,Casual Dining,"Tacos, Burrito, Nachos",Mexican,800.0,Dine-out,High
Restaurant_730,No,No,3.4,1698,Koramangala,Bakery,"Pasta, Pizza, Burger, Sandwich",Continental,250.0,Dine-out,Low
Restaurant_731,Yes,No,4.2,71,Marathahalli,Bar,"Paneer Butter Masala, Biryani, Butter Naan",North Indian,1300.0,Dine-out,High
Restaurant_732,No,Yes,4.4,2797,Bellandur,Dessert Parlor,"Mutton Biryani, Veg Biryani, Raita, Chicken Biryani",Biryani,300.0,Dine-out,High
Restaurant_733,Yes,No,3.5,968,Marathahalli,Quick Bites,"Pasta, Burger, Sandwich",Continental,200.0,Dine-out,Medium
Restaurant_734,Yes,No,3.1,255,Banashankari,Dessert Parlor,"Manchurian, Noodles, Fried Rice, Spring Rolls",Chinese,350.0,Dine-out,Low
Restaurant_735,Yes,No,4.1,828,Whitefield,Beverage Shop,"Pepperoni, BBQ Chicken",Pizza,200.0,Dine-out,High
Restaurant_736,Yes,Yes,3.2,534,Banashankari,Quick Bites,"Cappuccino, Brownie, Cold Coffee, Cheesecake",Cafe,300.0,Dine-out,Low
Restaurant_737,No,No,3.8,136,Hebbal,Beverage Shop,"Sandwich, Pizza, Burger",Continental,200.0,Dine-out,Medium
Restaurant_738,Yes,Yes,3.8,236,Koramangala,Beverage Shop,"Pasta, Sandwich, Pizza",Continental,150.0,Dine-out,Medium
Restaurant_739,Yes,No,4.4,475,Koramangala,Casual Dining,,Mexican,500.0,Dine-out,High
Restaurant_740,Yes,Yes,3.8,578,Hebbal,Casual Dining,"BBQ Chicken, Margherita, Pepperoni",Pizza,550.0,Dine-out,Medium
Restaurant_741,Yes,Yes,4.6,540,BTM,Food Court,"Spring Rolls, Green Curry",Thai,400.0,Dine-out,High
Restaurant_742,Yes,Yes,3.7,355,Banashankari,Cafe,"Pav Bhaji, Vada Pav, Bhel",Street Food,400.0,Dine-out,Medium
Restaurant_743,Yes,Yes,4.5,395,HSR Layout,Food Court,"Ice Cream, Brownie, Cake",Desserts,200.0,Dine-out,High
Restaurant_744,Yes,Yes,5.0,517,Bellandur,Food Court,"Pani Puri, Bhel",Street Food,400.0,Dine-out,High
Restaurant_745,No,No,3.2,273,Rajajinagar,Cafe,"Tacos, Nachos",Mexican,400.0,Dine-out,Low
Restaurant_746,No,Yes,4.0,467,Whitefield,Delivery,"Filter Coffee, Vada",South Indian,400.0,Delivery,High
Restaurant_747,No,No,5.0,1641,Koramangala,Quick Bites,"Quesadilla, Tacos, Nachos",Mexican,250.0,Dine-out,High
Restaurant_748,Yes,Yes,4.4,661,BTM,Fine Dining,"Pani Puri, Vada Pav",Street Food,,Dine-out,High
Restaurant_749,No,No,3.7,711,Electronic City,Food Court,"Tiramisu, Pizza, Pasta, Bruschetta",Italian,350.0,Dine-out,Medium
Restaurant_750,No,No,4.1,559,Bellandur,Bakery,"Ramen, Miso Soup",Japanese,250.0,Dine-out,High
Restaurant_751,No,Yes,3.9,602,Banashankari,Bakery,"Pizza, Sandwich, Pasta, Burger",Continental,100.0,Dine-out,Medium
Restaurant_752,No,No,2.8,362,Whitefield,Beverage Shop,"Pepperoni, BBQ Chicken, Margherita, Garlic Bread",Pizza,200.0,Dine-out,Low
Restaurant_753,Yes,Yes,4.6,18,Electronic City,Cafe,"Pav Bhaji, Pani Puri, Bhel, Vada Pav",Street Food,350.0,Dine-out,High
Restaurant_754,No,No,2.7,3167,Banashankari,Beverage Shop,"Pizza, Pasta, Tiramisu",Italian,150.0,Dine-out,Low
Restaurant_755,Yes,No,3.6,18,Marathahalli,Bar,"Margherita, Pepperoni, BBQ Chicken",Pizza,850.0,Dine-out,Medium
Restaurant_756,Yes,Yes,4.6,346,Electronic City,Bar,"Brownie, Ice Cream, Cake, Pastry",Desserts,1250.0,Dine-out,High
Restaurant_757,Yes,No,4.0,66,Hebbal,Fine Dining,"Pepperoni, Margherita",Pizza,1650.0,Dine-out,High
Restaurant_758,Yes,Yes,3.7,56,Yelahanka,Casual Dining,"Nachos, Tacos, Burrito, Quesadilla",Mexican,700.0,Dine-out,Medium
Restaurant_759,No,No,4.1,970,BTM,Casual Dining,"Filter Coffee, Masala Dosa, Vada, Idli",South Indian,900.0,Dine-out,High
Restaurant_760,Yes,No,3.4,283,Whitefield,Cafe,"Quesadilla, Tacos, Nachos, Burrito",Mexican,250.0,Dine-out,Low
Restaurant_761,Yes,No,3.2,775,Malleshwaram,Cafe,"Tempura, Ramen",Japanese,300.0,Dine-out,Low
Restaurant_762,No,No,3.8,181,Yelahanka,Food Court,"Pepperoni, BBQ Chicken, Margherita, Garlic Bread",Pizza,200.0,Dine-out,Medium
Restaurant_763,Yes,Yes,3.9,173,Jayanagar,Bar,"Spring Rolls, Fried Rice, Manchurian, Noodles",Chinese,1100.0,Dine-out,Medium
Restaurant_764,Yes,Yes,3.4,147,Jayanagar,Food Court,"Sandwich, Burger",Continental,300.0,Dine-out,Low
Restaurant_765,No,Yes,4.2,603,Whitefield,Casual Dining,"Paneer Butter Masala, Biryani, Butter Naan",North Indian,950.0,Dine-out,High
Restaurant_766,No,No,3.9,987,Electronic City,Quick Bites,"Tacos, Nachos, Burrito",Mexican,250.0,Dine-out,Medium
Restaurant_767,Yes,Yes,3.8,343,Banashankari,Quick Bites,"Biryani, Paneer Butter Masala",North Indian,200.0,Dine-out,Medium
Restaurant_768,No,No,3.6,257,BTM,Cafe,"Dal Makhani, Biryani, Butter Naan, Paneer Butter Masala",North Indian,500.0,Dine-out,Medium
Restaurant_769,Yes,No,4.0,2180,Rajajinagar,Beverage Shop,"Margherita, Garlic Bread, BBQ Chicken, Pepperoni",Pizza,100.0,Dine-out,High
Restaurant_770,Yes,Yes,4.6,85,Jayanagar,Casual Dining,"Pastry, Cake, Brownie, Ice Cream",Desserts,1000.0,Dine-out,High
Restaurant_771,Yes,No,3.7,370,BTM,Quick Bites,"Veg Biryani, Raita, Chicken Biryani, Mutton Biryani",Biryani,200.0,Dine-out,Medium
Restaurant_772,Yes,No,4.1,322,Jayanagar,Casual Dining,"Bruschetta, Pasta, Tiramisu, Pizza",Italian,550.0,Dine-out,High
Restaurant_773,No,No,4.0,61,Marathahalli,Dessert Parlor,"Bruschetta, Pizza",Italian,300.0,Dine-out,High
Restaurant_774,No,No,4.1,192,Banashankari,Bakery,"Garlic Bread, Margherita, BBQ Chicken",Pizza,100.0,Dine-out,High
Restaurant_775,Yes,No,3.8,16,Marathahalli,Bar,"Noodles, Manchurian, Fried Rice",Chinese,650.0,Dine-out,Medium
Restaurant_776,Yes,No,3.3,1037,Bellandur,Food Court,"Spring Rolls, Noodles",Chinese,300.0,Dine-out,Low
Restaurant_777,No,No,3.5,491,Jayanagar,Casual Dining,"Burger, Sandwich",Fast Food,600.0,Dine-out,Medium
Restaurant_778,Yes,No,4.0,1012,Malleshwaram,Bakery,"BBQ Chicken, Pepperoni, Garlic Bread, Margherita",Pizza,100.0,Dine-out,High
Restaurant_779,Yes,Yes,4.9,541,Malleshwaram,Dessert Parlor,"Biryani, Kebab, Haleem",Mughlai,250.0,Dine-out,High
Restaurant_780,No,No,3.5,480,Marathahalli,Food Court,"Burrito, Tacos",Mexican,300.0,Dine-out,Medium
Restaurant_781,No,Yes,4.3,778,Hebbal,Casual Dining,"Vada, Filter Coffee, Idli, Masala Dosa",South Indian,700.0,Dine-out,High
Restaurant_782,No,Yes,3.7,1324,Yelahanka,Cafe,"Butter Naan, Biryani, Dal Makhani",North Indian,300.0,Dine-out,Medium
Restaurant_783,Yes,No,3.9,56,Malleshwaram,Bakery,"Idli, Masala Dosa, Filter Coffee, Vada",South Indian,200.0,Dine-out,Medium
Restaurant_784,No,No,4.5,271,Jayanagar,Food Court,"Tacos, Quesadilla",Mexican,350.0,Dine-out,High
Restaurant_785,Yes,No,4.2,777,Whitefield,Casual Dining,"Burrito, Nachos, Tacos, Quesadilla",Mexican,,Dine-out,High
Restaurant_786,Yes,Yes,3.4,1621,Marathahalli,Bakery,"Paneer Butter Masala, Biryani",North Indian,200.0,Dine-out,Low
Restaurant_787,Yes,No,3.5,2075,Bellandur,Dessert Parlor,"Cold Coffee, Brownie, Cappuccino, Cheesecake",Cafe,200.0,Dine-out,Medium
Restaurant_788,Yes,No,4.4,670,Rajajinagar,Casual Dining,"Brownie, Cheesecake",Cafe,,Dine-out,High
Restaurant_789,Yes,Yes,4.1,132,Rajajinagar,Casual Dining,"Margherita, Garlic Bread, Pepperoni, BBQ Chicken",Pizza,950.0,Dine-out,High
Restaurant_790,Yes,No,3.2,60,Indiranagar,Casual Dining,"Miso Soup, Ramen, Tempura",Japanese,750.0,Dine-out,Low
Restaurant_791,Yes,No,3.8,1664,Yelahanka,Fine Dining,"Cheesecake, Brownie, Cappuccino",Cafe,1250.0,Dine-out,Medium
Restaurant_792,No,No,4.1,349,Electronic City,Cafe,"Miso Soup, Sushi",Japanese,300.0,Dine-out,High
Restaurant_793,Yes,Yes,4.5,146,Banashankari,Dessert Parlor,"Bhel, Pav Bhaji",Street Food,400.0,Dine-out,High
Restaurant_794,Yes,Yes,4.0,1629,Malleshwaram,Food Court,"Burrito, Quesadilla, Nachos",Mexican,,Dine-out,High
Restaurant_795,Yes,No,5.0,82,Malleshwaram,Fine Dining,"Tom Yum, Spring Rolls, Green Curry, Pad Thai",Thai,1400.0,Dine-out,High
Restaurant_796,Yes,No,4.2,823,Electronic City,Beverage Shop,"Chicken Biryani, Raita",Biryani,100.0,Dine-out,High
Restaurant_797,No,No,4.0,588,Koramangala,Fine Dining,"Miso Soup, Tempura, Ramen",Japanese,2100.0,Dine-out,High
Restaurant_798,Yes,Yes,3.6,49,Bellandur,Bar,"Sandwich, Wrap",Fast Food,750.0,Dine-out,Medium
Restaurant_799,No,No,3.2,198,HSR Layout,Bar,"Ramen, Sushi, Miso Soup, Tempura",Japanese,1000.0,Dine-out,Low
Restaurant_800,Yes,No,4.0,97,Marathahalli,Casual Dining,"Manchurian, Fried Rice, Spring Rolls",Chinese,850.0,Dine-out,High
Restaurant_801,Yes,Yes,4.2,584,Hebbal,Fine Dining,"Raita, Veg Biryani, Chicken Biryani",Biryani,1500.0,Dine-out,High
Restaurant_802,No,No,4.5,437,Bellandur,Beverage Shop,"Masala Dosa, Filter Coffee",South Indian,100.0,Dine-out,High
Restaurant_803,No,No,4.8,5,JP Nagar,Fine Dining,"Vada, Idli, Masala Dosa",South Indian,,Dine-out,High
Restaurant_804,Yes,Yes,4.3,2397,Malleshwaram,Cafe,"Ice Cream, Pastry, Brownie",Desserts,550.0,Dine-out,High
Restaurant_805,No,No,3.1,200,Banashankari,Cafe,"Brownie, Cold Coffee",Cafe,400.0,Dine-out,Low
Restaurant_806,Yes,No,3.5,156,Indiranagar,Beverage Shop,"Spring Rolls, Noodles, Fried Rice, Manchurian",Chinese,,Dine-out,Medium
Restaurant_807,No,No,4.7,177,Rajajinagar,Fine Dining,"Fries, Sandwich",Fast Food,1700.0,Dine-out,High
Restaurant_808,No,No,3.4,88,Malleshwaram,Bakery,"Biryani, Paneer Butter Masala",North Indian,250.0,Dine-out,Low
Restaurant_809,No,No,4.3,4550,Indiranagar,Cafe,"Mutton Biryani, Chicken Biryani, Raita, Veg Biryani",Biryani,550.0,Dine-out,High
Restaurant_810,No,No,3.9,204,Jayanagar,Cafe,"Pani Puri, Vada Pav",Street Food,400.0,Dine-out,Medium
Restaurant_811,Yes,No,3.8,296,Bellandur,Quick Bites,"Fries, Wrap, Sandwich",Fast Food,200.0,Dine-out,Medium
Restaurant_812,No,No,3.7,1138,Jayanagar,Fine Dining,"Burger, Pizza",Continental,,Dine-out,Medium
Restaurant_813,Yes,Yes,4.0,616,HSR Layout,Cafe,"Quesadilla, Tacos, Burrito, Nachos",Mexican,450.0,Dine-out,High
Restaurant_814,Yes,No,3.9,269,Whitefield,Dessert Parlor,"Sushi, Ramen, Miso Soup",Japanese,300.0,Dine-out,Medium
Restaurant_815,Yes,Yes,4.9,1680,JP Nagar,Fine Dining,"Pasta, Bruschetta, Pizza, Tiramisu",Italian,2000.0,Dine-out,High
Restaurant_816,Yes,Yes,3.6,748,Bellandur,Bar,"Cold Coffee, Brownie, Cappuccino, Cheesecake",Cafe,750.0,Dine-out,Medium
Restaurant_817,No,No,3.6,139,Koramangala,Quick Bites,"Spring Rolls, Green Curry, Pad Thai",Thai,200.0,Dine-out,Medium
Restaurant_818,Yes,No,3.8,588,HSR Layout,Cafe,"Paneer Butter Masala, Butter Naan",North Indian,450.0,Dine-out,Medium
Restaurant_819,Yes,No,4.1,1572,BTM,Quick Bites,"Burger, Pasta",Continental,200.0,Dine-out,High
Restaurant_820,Yes,No,3.3,339,Koramangala,Bar,"Sushi, Ramen, Tempura",Japanese,,Dine-out,Low
Restaurant_821,Yes,No,3.1,615,Yelahanka,Beverage Shop,"Dal Makhani, Butter Naan, Paneer Butter Masala",North Indian,200.0,Dine-out,Low
Restaurant_822,No,No,4.0,2126,Marathahalli,Beverage Shop,"Butter Naan, Paneer Butter Masala, Biryani, Dal Makhani",North Indian,150.0,Dine-out,High
Restaurant_823,Yes,No,3.4,597,Banashankari,Fine Dining,"Cheesecake, Brownie, Cold Coffee, Cappuccino",Cafe,2150.0,Dine-out,Low
Restaurant_824,No,No,4.3,69,Bellandur,Bar,"Butter Naan, Biryani",North Indian,1150.0,Dine-out,High
Restaurant_825,No,No,3.6,151,BTM,Delivery,"Wrap, Fries, Sandwich",Fast Food,350.0,Delivery,Medium
Restaurant_826,No,No,2.9,393,BTM,Delivery,,Fast Food,350.0,Delivery,Low
Restaurant_827,Yes,No,4.0,193,HSR Layout,Fine Dining,"Burger, Sandwich, Pizza, Pasta",Continental,1200.0,Dine-out,High
Restaurant_828,No,No,3.9,1848,Electronic City,Casual Dining,"Sushi, Ramen",Japanese,750.0,Dine-out,Medium
Restaurant_829,Yes,Yes,3.7,288,Yelahanka,Quick Bites,"Spring Rolls, Green Curry",Thai,200.0,Dine-out,Medium
Restaurant_830,No,No,3.7,339,Whitefield,Quick Bites,"Vada Pav, Bhel, Pani Puri",Street Food,,Dine-out,Medium
Restaurant_831,Yes,No,4.2,761,Bellandur,Beverage Shop,"Masala Dosa, Vada, Idli, Filter Coffee",South Indian,100.0,Dine-out,High
Restaurant_832,Yes,No,3.7,412,Electronic City,Delivery,"Pav Bhaji, Vada Pav, Bhel",Street Food,250.0,Delivery,Medium
Restaurant_833,Yes,Yes,3.5,252,HSR Layout,Food Court,"Manchurian, Spring Rolls, Fried Rice",Chinese,350.0,Dine-out,Medium
Restaurant_834,No,No,3.6,43,Marathahalli,Cafe,"Chicken Biryani, Mutton Biryani, Veg Biryani",Biryani,400.0,Dine-out,Medium
Restaurant_835,Yes,No,4.5,612,Rajajinagar,Cafe,,Thai,250.0,Dine-out,High
Restaurant_836,Yes,Yes,4.8,1455,Malleshwaram,Cafe,"Raita, Chicken Biryani",Biryani,,Dine-out,High
Restaurant_837,Yes,No,2.8,486,Malleshwaram,Beverage Shop,"Ice Cream, Brownie, Cake",Desserts,200.0,Dine-out,Low
Restaurant_838,No,No,4.2,302,Whitefield,Bar,"Ice Cream, Brownie",Desserts,950.0,Dine-out,High
Restaurant_839,No,No,3.8,77,Marathahalli,Bakery,"Biryani, Nihari, Kebab, Haleem",Mughlai,150.0,Dine-out,Medium
Restaurant_840,Yes,No,4.3,1093,Hebbal,Delivery,"Sushi, Ramen, Tempura, Miso Soup",Japanese,300.0,Delivery,High
Restaurant_841,No,No,3.4,1449,Whitefield,Delivery,"Brownie, Cappuccino, Cold Coffee, Cheesecake",Cafe,,Delivery,Low
Restaurant_842,Yes,No,2.9,213,Bellandur,Food Court,"Pepperoni, Garlic Bread, BBQ Chicken, Margherita",Pizza,250.0,Dine-out,Low
Restaurant_843,Yes,No,4.1,802,Bellandur,Quick Bites,"Brownie, Pastry, Ice Cream",Desserts,,Dine-out,High
Restaurant_844,No,No,3.2,253,Indiranagar,Casual Dining,"Pani Puri, Bhel, Pav Bhaji",Street Food,650.0,Dine-out,Low
Restaurant_845,Yes,Yes,3.7,387,Electronic City,Fine Dining,"Garlic Bread, BBQ Chicken, Margherita",Pizza,1100.0,Dine-out,Medium
Restaurant_846,Yes,Yes,3.3,896,Hebbal,Quick Bites,"Sandwich, Pizza, Pasta",Continental,350.0,Dine-out,Low
Restaurant_847,Yes,Yes,4.3,56,Malleshwaram,Bar,"Vada Pav, Pav Bhaji",Street Food,1200.0,Dine-out,High
Restaurant_848,Yes,No,4.3,487,BTM,Fine Dining,"Dal Makhani, Biryani, Paneer Butter Masala, Butter Naan",North Indian,1350.0,Dine-out,High
Restaurant_849,Yes,No,4.2,152,Electronic City,Delivery,"Paneer Butter Masala, Butter Naan, Biryani",North Indian,300.0,Delivery,High
Restaurant_850,Yes,Yes,4.3,267,JP Nagar,Bar,"Sushi, Tempura, Ramen, Miso Soup",Japanese,,Dine-out,High
Restaurant_851,Yes,Yes,4.2,651,Bellandur,Fine Dining,"Pav Bhaji, Vada Pav, Pani Puri, Bhel",Street Food,1450.0,Dine-out,High
Restaurant_852,Yes,No,3.8,15,Yelahanka,Food Court,"Cappuccino, Cold Coffee, Brownie, Cheesecake",Cafe,300.0,Dine-out,Medium
Restaurant_853,Yes,No,3.5,473,Banashankari,Food Court,"Tempura, Miso Soup",Japanese,300.0,Dine-out,Medium
Restaurant_854,Yes,No,3.7,184,Marathahalli,Dessert Parlor,"Pizza, Tiramisu, Pasta, Bruschetta",Italian,300.0,Dine-out,Medium
Restaurant_855,Yes,No,3.3,548,Koramangala,Bakery,"Quesadilla, Nachos, Tacos",Mexican,200.0,Dine-out,Low
Restaurant_856,No,No,3.9,89,Whitefield,Food Court,"Spring Rolls, Pad Thai, Tom Yum, Green Curry",Thai,300.0,Dine-out,Medium
Restaurant_857,Yes,No,4.3,858,Bellandur,Delivery,"Masala Dosa, Idli, Filter Coffee",South Indian,200.0,Delivery,High
Restaurant_858,No,No,3.3,513,Electronic City,Casual Dining,"Tempura, Sushi",Japanese,900.0,Dine-out,Low
Restaurant_859,No,Yes,4.5,2395,Hebbal,Cafe,"Nihari, Biryani, Haleem, Kebab",Mughlai,300.0,Dine-out,High
Restaurant_860,No,Yes,4.0,1453,Banashankari,Dessert Parlor,"Wrap, Sandwich, Fries",Fast Food,300.0,Dine-out,High
Restaurant_861,Yes,Yes,4.1,204,Yelahanka,Cafe,"Butter Naan, Paneer Butter Masala",North Indian,450.0,Dine-out,High
Restaurant_862,Yes,No,3.0,12,Electronic City,Bakery,"Kebab, Biryani, Nihari, Haleem",Mughlai,250.0,Dine-out,Low
Restaurant_863,Yes,No,3.3,527,Koramangala,Fine Dining,"Chicken Biryani, Mutton Biryani, Raita, Veg Biryani",Biryani,1500.0,Dine-out,Low
Restaurant_864,No,Yes,4.0,554,Banashankari,Beverage Shop,"Pani Puri, Bhel",Street Food,150.0,Dine-out,High
Restaurant_865,Yes,No,4.2,17,JP Nagar,Food Court,"Tiramisu, Pizza, Pasta, Bruschetta",Italian,200.0,Dine-out,High
Restaurant_866,No,No,3.4,66,Koramangala,Casual Dining,"Tacos, Burrito",Mexican,850.0,Dine-out,Low
Restaurant_867,No,No,4.5,593,HSR Layout,Bakery,"Pani Puri, Vada Pav, Bhel, Pav Bhaji",Street Food,250.0,Dine-out,High
Restaurant_868,Yes,Yes,4.4,1602,Jayanagar,Cafe,"Burger, Wrap",Fast Food,550.0,Dine-out,High
Restaurant_869,Yes,No,3.3,1173,HSR Layout,Dessert Parlor,"Brownie, Cheesecake",Cafe,300.0,Dine-out,Low
Restaurant_870,No,No,3.7,91,Malleshwaram,Food Court,"Nihari, Kebab, Haleem, Biryani",Mughlai,250.0,Dine-out,Medium
Restaurant_871,Yes,Yes,5.0,364,Electronic City,Delivery,"Pasta, Sandwich",Continental,200.0,Delivery,High
Restaurant_872,Yes,No,3.2,21,Bellandur,Food Court,"Sushi, Tempura, Ramen, Miso Soup",Japanese,,Dine-out,Low
Restaurant_873,No,Yes,4.2,399,Bellandur,Dessert Parlor,"Miso Soup, Tempura, Ramen, Sushi",Japanese,300.0,Dine-out,High
Restaurant_874,Yes,Yes,3.8,797,Bellandur,Dessert Parlor,"Burger, Fries, Sandwich",Fast Food,250.0,Dine-out,Medium
Restaurant_875,No,No,4.1,959,Yelahanka,Beverage Shop,"Cheesecake, Brownie, Cold Coffee",Cafe,200.0,Dine-out,High
Restaurant_876,No,No,4.3,445,Jayanagar,Food Court,"Margherita, BBQ Chicken, Garlic Bread",Pizza,400.0,Dine-out,High
Restaurant_877,No,No,3.5,52,HSR Layout,Food Court,"Cheesecake, Cold Coffee",Cafe,200.0,Dine-out,Medium
Restaurant_878,Yes,Yes,4.6,331,Jayanagar,Beverage Shop,"Brownie, Cappuccino, Cold Coffee, Cheesecake",Cafe,150.0,Dine-out,High
Restaurant_879,Yes,No,4.9,1976,Rajajinagar,Bar,"Spring Rolls, Pad Thai",Thai,1150.0,Dine-out,High
Restaurant_880,Yes,No,3.8,148,Electronic City,Bar,"Fries, Sandwich, Wrap",Fast Food,,Dine-out,Medium
Restaurant_881,Yes,No,4.6,265,Jayanagar,Fine Dining,"Pav Bhaji, Bhel, Vada Pav, Pani Puri",Street Food,1650.0,Dine-out,High
Restaurant_882,Yes,No,3.5,721,BTM,Bar,"Nachos, Tacos, Quesadilla",Mexican,900.0,Dine-out,Medium
Restaurant_883,Yes,Yes,4.0,793,Whitefield,Quick Bites,"Pasta, Bruschetta, Tiramisu",Italian,200.0,Dine-out,High
Restaurant_884,Yes,No,3.7,1350,Whitefield,Food Court,"Fries, Sandwich, Wrap",Fast Food,350.0,Dine-out,Medium
Restaurant_885,Yes,No,4.2,309,BTM,Casual Dining,"Manchurian, Spring Rolls",Chinese,1000.0,Dine-out,High
Restaurant_886,No,No,4.3,466,Banashankari,Food Court,"Masala Dosa, Vada",South Indian,250.0,Dine-out,High
Restaurant_887,Yes,No,3.7,349,Indiranagar,Quick Bites,"Ice Cream, Pastry",Desserts,250.0,Dine-out,Medium
Restaurant_888,Yes,Yes,4.8,1891,Yelahanka,Quick Bites,"Sushi, Ramen",Japanese,200.0,Dine-out,High
Restaurant_889,No,Yes,4.7,1034,Banashankari,Cafe,"Tiramisu, Bruschetta, Pizza",Italian,550.0,Dine-out,High
Restaurant_890,No,No,4.1,1094,Koramangala,Food Court,"Pasta, Pizza, Burger",Continental,400.0,Dine-out,High
Restaurant_891,Yes,No,3.5,74,Hebbal,Bakery,"Pasta, Bruschetta",Italian,150.0,Dine-out,Medium
Restaurant_892,Yes,No,3.5,823,Yelahanka,Quick Bites,"Mutton Biryani, Chicken Biryani, Veg Biryani",Biryani,350.0,Dine-out,Medium
Restaurant_893,Yes,Yes,3.6,306,Yelahanka,Casual Dining,"Pav Bhaji, Pani Puri",Street Food,550.0,Dine-out,Medium
Restaurant_894,No,No,4.2,14,Koramangala,Beverage Shop,,Continental,100.0,Dine-out,High
Restaurant_895,No,No,3.5,32,Jayanagar,Fine Dining,"Ramen, Miso Soup",Japanese,1800.0,Dine-out,Medium
Restaurant_896,No,No,4.0,679,HSR Layout,Cafe,"BBQ Chicken, Margherita, Pepperoni, Garlic Bread",Pizza,400.0,Dine-out,High
Restaurant_897,Yes,Yes,3.5,244,HSR Layout,Beverage Shop,"Sandwich, Fries",Fast Food,150.0,Dine-out,Medium
Restaurant_898,Yes,Yes,4.4,1337,Whitefield,Cafe,"Cappuccino, Cold Coffee, Brownie, Cheesecake",Cafe,450.0,Dine-out,High
Restaurant_899,Yes,No,3.8,755,Marathahalli,Casual Dining,"Tom Yum, Spring Rolls, Green Curry",Thai,500.0,Dine-out,Medium
Restaurant_900,No,No,4.4,14,Banashankari,Dessert Parlor,"Pav Bhaji, Pani Puri",Street Food,250.0,Dine-out,High
Restaurant_901,No,No,4.3,748,Rajajinagar,Food Court,"Wrap, Sandwich, Burger, Fries",Fast Food,300.0,Dine-out,High
Restaurant_902,No,No,4.4,140,Electronic City,Delivery,"Tempura, Miso Soup, Ramen",Japanese,250.0,Delivery,High
Restaurant_903,Yes,No,4.5,370,Malleshwaram,Bakery,"Tom Yum, Green Curry",Thai,100.0,Dine-out,High
Restaurant_904,Yes,Yes,4.1,602,JP Nagar,Beverage Shop,"Tom Yum, Pad Thai, Spring Rolls",Thai,100.0,Dine-out,High
Restaurant_905,Yes,Yes,3.4,1051,HSR Layout,Food Court,"Veg Biryani, Chicken Biryani, Raita",Biryani,400.0,Dine-out,Low
Restaurant_906,No,Yes,3.4,310,Electronic City,Bakery,"Vada Pav, Pav Bhaji, Bhel, Pani Puri",Street Food,250.0,Dine-out,Low
Restaurant_907,No,No,2.7,669,JP Nagar,Dessert Parlor,"Kebab, Biryani",Mughlai,200.0,Dine-out,Low
Restaurant_908,Yes,No,3.3,756,Electronic City,Delivery,"Chicken Biryani, Veg Biryani",Biryani,250.0,Delivery,Low
Restaurant_909,Yes,No,3.8,305,Jayanagar,Bakery,"Noodles, Spring Rolls, Fried Rice, Manchurian",Chinese,200.0,Dine-out,Medium
Restaurant_910,Yes,Yes,3.7,385,JP Nagar,Bakery,"Brownie, Cappuccino",Cafe,250.0,Dine-out,Medium
Restaurant_911,Yes,No,3.7,669,Malleshwaram,Beverage Shop,"Cheesecake, Cappuccino, Brownie, Cold Coffee",Cafe,100.0,Dine-out,Medium
Restaurant_912,No,No,3.9,18,Electronic City,Bar,"Tacos, Quesadilla",Mexican,1200.0,Dine-out,Medium
Restaurant_913,Yes,No,3.6,1195,BTM,Delivery,"Paneer Butter Masala, Biryani",North Indian,300.0,Delivery,Medium
Restaurant_914,No,Yes,3.3,727,Malleshwaram,Food Court,"Haleem, Kebab, Nihari",Mughlai,400.0,Dine-out,Low
Restaurant_915,Yes,No,3.8,163,JP Nagar,Dessert Parlor,"Butter Naan, Paneer Butter Masala, Biryani",North Indian,200.0,Dine-out,Medium
Restaurant_916,No,No,3.3,1966,Malleshwaram,Delivery,"Pepperoni, BBQ Chicken",Pizza,400.0,Delivery,Low
Restaurant_917,Yes,No,3.7,109,Electronic City,Casual Dining,"Burrito, Tacos, Quesadilla, Nachos",Mexican,700.0,Dine-out,Medium
Restaurant_918,No,No,4.4,1619,Indiranagar,Bar,"Filter Coffee, Masala Dosa, Idli, Vada",South Indian,1300.0,Dine-out,High
Restaurant_919,Yes,Yes,3.9,229,Electronic City,Casual Dining,"Brownie, Cake, Pastry",Desserts,700.0,Dine-out,Medium
Restaurant_920,Yes,No,4.7,1015,Electronic City,Dessert Parlor,"Masala Dosa, Filter Coffee, Vada",South Indian,300.0,Dine-out,High
Restaurant_921,Yes,No,4.5,411,Jayanagar,Beverage Shop,"Wrap, Sandwich, Fries",Fast Food,200.0,Dine-out,High
Restaurant_922,Yes,No,3.5,700,Banashankari,Beverage Shop,"Idli, Filter Coffee",South Indian,150.0,Dine-out,Medium
Restaurant_923,Yes,No,3.2,81,BTM,Dessert Parlor,"Cappuccino, Cheesecake, Brownie, Cold Coffee",Cafe,350.0,Dine-out,Low
Restaurant_924,Yes,Yes,4.0,188,Rajajinagar,Cafe,"Veg Biryani, Mutton Biryani",Biryani,400.0,Dine-out,High
Restaurant_925,No,Yes,4.5,71,HSR Layout,Dessert Parlor,"Haleem, Nihari",Mughlai,400.0,Dine-out,High
